name,np_shell_2,np_hydro_size,xrd_scherrer_size,zfc_h_meas,htherm_sar,mri_r1,mri_r2,emic_size,instrument,core_shell_formula,np_core,np_shell,space_group_core,space_group_shell,squid_h_max,fc_field_T,squid_temperature,squid_sat_mag,coercivity,squid_rem_mag,exchange_bias_shift_Oe,vertical_loop_shift_M_vsl_emu_g,hc_kOe,doi,pdf,supp,journal,publisher,year,title,access,verification required,verified_by,verification_date,has_mistake_in_matadata,comment,article_name_folder,supp_info_name_folder
,,,,,44.0,,,17.0,,,Fe1Fe2O4,,,,12.0,,300.0,68.1,0.0,0.0,,,,10.1007/s11051-022-05596-z,s11051-022-05596-z.pdf,0,Journal of Nanoparticle Research,Springer Science and Business Media LLC,2022,Dependence of specific absorption rate on concentration of Fe3O4 nanoparticles: from the prediction of Monte Carlo simulations to experimental results,0,,,,,,dataset1_4,0
,,,,,48.0,,,17.0,,,Fe1Fe2O4,,,,12.0,,300.0,68.1,0.0,0.0,,,,10.1007/s11051-022-05596-z,s11051-022-05596-z.pdf,0,Journal of Nanoparticle Research,Springer Science and Business Media LLC,2022,Dependence of specific absorption rate on concentration of Fe3O4 nanoparticles: from the prediction of Monte Carlo simulations to experimental results,0,,,,,,dataset1_4,0
,,,,,28.0,,,17.0,,,Fe1Fe2O4,,,,12.0,,300.0,68.1,0.0,0.0,,,,10.1007/s11051-022-05596-z,s11051-022-05596-z.pdf,0,Journal of Nanoparticle Research,Springer Science and Business Media LLC,2022,Dependence of specific absorption rate on concentration of Fe3O4 nanoparticles: from the prediction of Monte Carlo simulations to experimental results,0,,,,,,dataset1_4,0
,,,,,144.6,,,7.3,,,Fe1Fe2O4,citric acid,,,15.0,,300.0,57.0,0.0,0.0,,,,10.1007/s11664-022-09678-5,s11664-022-09678-5.pdf,s11664-022-09678-5_SI.pdf,Journal of Electronic Materials,Springer Science and Business Media LLC,2022,High Heating Efficiency of Magnetite Nanoparticles Synthesized with Citric Acid: Application for Hyperthermia Treatment,0,,,,,,dataset1_5,dataset1_5_supp
,,,,,124.2,,,7.3,,,Fe1Fe2O4,citric acid,,,15.0,,300.0,57.0,0.0,0.0,,,,10.1007/s11664-022-09678-5,s11664-022-09678-5.pdf,s11664-022-09678-5_SI.pdf,Journal of Electronic Materials,Springer Science and Business Media LLC,2022,High Heating Efficiency of Magnetite Nanoparticles Synthesized with Citric Acid: Application for Hyperthermia Treatment,0,,,,,,dataset1_5,dataset1_5_supp
,,,,,114.9,,,7.3,,,Fe1Fe2O4,citric acid,,,15.0,,300.0,57.0,0.0,0.0,,,,10.1007/s11664-022-09678-5,s11664-022-09678-5.pdf,s11664-022-09678-5_SI.pdf,Journal of Electronic Materials,Springer Science and Business Media LLC,2022,High Heating Efficiency of Magnetite Nanoparticles Synthesized with Citric Acid: Application for Hyperthermia Treatment,0,,,,,,dataset1_5,dataset1_5_supp
,,,,,158.2,,,7.1,,,Fe1Fe2O4,citric acid,,,15.0,,300.0,43.0,0.0,0.0,,,,10.1007/s11664-022-09678-5,s11664-022-09678-5.pdf,s11664-022-09678-5_SI.pdf,Journal of Electronic Materials,Springer Science and Business Media LLC,2022,High Heating Efficiency of Magnetite Nanoparticles Synthesized with Citric Acid: Application for Hyperthermia Treatment,0,,,,,,dataset1_5,dataset1_5_supp
,,,,,136.8,,,7.1,,,Fe1Fe2O4,citric acid,,,15.0,,300.0,43.0,0.0,0.0,,,,10.1007/s11664-022-09678-5,s11664-022-09678-5.pdf,s11664-022-09678-5_SI.pdf,Journal of Electronic Materials,Springer Science and Business Media LLC,2022,High Heating Efficiency of Magnetite Nanoparticles Synthesized with Citric Acid: Application for Hyperthermia Treatment,0,,,,,,dataset1_5,dataset1_5_supp
,,,,,123.6,,,7.1,,,Fe1Fe2O4,citric acid,,,15.0,,300.0,43.0,0.0,0.0,,,,10.1007/s11664-022-09678-5,s11664-022-09678-5.pdf,s11664-022-09678-5_SI.pdf,Journal of Electronic Materials,Springer Science and Business Media LLC,2022,High Heating Efficiency of Magnetite Nanoparticles Synthesized with Citric Acid: Application for Hyperthermia Treatment,0,,,,,,dataset1_5,dataset1_5_supp
,,,,,179.8,,,6.9,,,Fe1Fe2O4,citric acid,,,15.0,,300.0,40.0,0.0,0.0,,,,10.1007/s11664-022-09678-5,s11664-022-09678-5.pdf,s11664-022-09678-5_SI.pdf,Journal of Electronic Materials,Springer Science and Business Media LLC,2022,High Heating Efficiency of Magnetite Nanoparticles Synthesized with Citric Acid: Application for Hyperthermia Treatment,0,,,,,,dataset1_5,dataset1_5_supp
,,,,,151.4,,,6.9,,,Fe1Fe2O4,citric acid,,,15.0,,300.0,40.0,0.0,0.0,,,,10.1007/s11664-022-09678-5,s11664-022-09678-5.pdf,s11664-022-09678-5_SI.pdf,Journal of Electronic Materials,Springer Science and Business Media LLC,2022,High Heating Efficiency of Magnetite Nanoparticles Synthesized with Citric Acid: Application for Hyperthermia Treatment,0,,,,,,dataset1_5,dataset1_5_supp
,,,,,130.1,,,6.9,,,Fe1Fe2O4,citric acid,,,15.0,,300.0,40.0,0.0,0.0,,,,10.1007/s11664-022-09678-5,s11664-022-09678-5.pdf,s11664-022-09678-5_SI.pdf,Journal of Electronic Materials,Springer Science and Business Media LLC,2022,High Heating Efficiency of Magnetite Nanoparticles Synthesized with Citric Acid: Application for Hyperthermia Treatment,0,,,,,,dataset1_5,dataset1_5_supp
,,,,,138.8,,,42.2,,,Fe1Fe2O4,,,,20.0,,300.0,26.8,68.0,6.7,,,,10.1016/j.bioadv.2022.213021,j.bioadv.2022.213021.pdf,j.bioadv.2022.213021_SI.pdf,Biomaterials Advances,Elsevier BV,2022,Tailoring nanoparticles design for enhanced heating efficiency and improved magneto-chemo therapy for glioblastoma,0,,,,,,dataset1_6,dataset1_6_supp
,,,,,132.3,,,38.9,,,Fe1Fe2O4,,,,20.0,,300.0,49.8,57.3,7.0,,,,10.1016/j.bioadv.2022.213021,j.bioadv.2022.213021.pdf,j.bioadv.2022.213021_SI.pdf,Biomaterials Advances,Elsevier BV,2022,Tailoring nanoparticles design for enhanced heating efficiency and improved magneto-chemo therapy for glioblastoma,0,,,,,,dataset1_6,dataset1_6_supp
,,,,,211.5,,,38.9,,,Fe1Fe2O4,,,,20.0,,300.0,49.8,57.3,7.0,,,,10.1016/j.bioadv.2022.213021,j.bioadv.2022.213021.pdf,j.bioadv.2022.213021_SI.pdf,Biomaterials Advances,Elsevier BV,2022,Tailoring nanoparticles design for enhanced heating efficiency and improved magneto-chemo therapy for glioblastoma,0,,,,,,dataset1_6,dataset1_6_supp
,,,,,142.7,,,,,,Fe1Fe2O4,,,,20.0,,300.0,73.9,130.0,20.2,,,,10.1016/j.bioadv.2022.213021,j.bioadv.2022.213021.pdf,j.bioadv.2022.213021_SI.pdf,Biomaterials Advances,Elsevier BV,2022,Tailoring nanoparticles design for enhanced heating efficiency and improved magneto-chemo therapy for glioblastoma,0,,,,,,dataset1_6,dataset1_6_supp
,,,,,245.3,,,,,,Fe1Fe2O4,,,,20.0,,300.0,73.9,130.0,20.2,,,,10.1016/j.bioadv.2022.213021,j.bioadv.2022.213021.pdf,j.bioadv.2022.213021_SI.pdf,Biomaterials Advances,Elsevier BV,2022,Tailoring nanoparticles design for enhanced heating efficiency and improved magneto-chemo therapy for glioblastoma,0,,,,,,dataset1_6,dataset1_6_supp
,,,,,170.0,,,46.2,,,Fe1Fe2O4,,,,20.0,,300.0,84.0,7.2,1.9,,,,10.1016/j.bioadv.2022.213021,j.bioadv.2022.213021.pdf,j.bioadv.2022.213021_SI.pdf,Biomaterials Advances,Elsevier BV,2022,Tailoring nanoparticles design for enhanced heating efficiency and improved magneto-chemo therapy for glioblastoma,0,,,,,,dataset1_6,dataset1_6_supp
,,,,,248.7,,,46.2,,,Fe1Fe2O4,,,,20.0,,300.0,84.0,7.2,1.9,,,,10.1016/j.bioadv.2022.213021,j.bioadv.2022.213021.pdf,j.bioadv.2022.213021_SI.pdf,Biomaterials Advances,Elsevier BV,2022,Tailoring nanoparticles design for enhanced heating efficiency and improved magneto-chemo therapy for glioblastoma,0,,,,,,dataset1_6,dataset1_6_supp
,,,,,,,,10.0,,,Fe2O3,citrate anions,,,,,,,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,86.0,,,10.0,,,Fe2O3,,,,30.0,,300.0,28.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,112.0,,,10.0,,,Fe2O3,,,,30.0,,300.0,28.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,158.0,,,10.0,,,Fe2O3,,,,30.0,,300.0,28.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,253.0,,,10.0,,,Fe2O3,,,,30.0,,300.0,28.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,301.0,,,9.2,,,Co1Fe2O4,,,,30.0,,300.0,32.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,316.0,,,9.2,,,Co1Fe2O4,,,,30.0,,300.0,32.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,322.0,,,9.2,,,Co1Fe2O4,,,,30.0,,300.0,32.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,347.0,,,9.2,,,Co1Fe2O4,,,,30.0,,300.0,32.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,74.0,,,14.0,,,Fe2O3,,,,30.0,,300.0,28.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,109.0,,,14.0,,,Fe2O3,,,,30.0,,300.0,28.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,184.0,,,14.0,,,Fe2O3,,,,30.0,,300.0,28.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,226.0,,,14.0,,,Fe2O3,,,,30.0,,300.0,28.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,337.0,,,18.0,,,yFe2O4,,,,30.0,,300.0,39.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,461.0,,,18.0,,,yFe2O4,,,,30.0,,300.0,39.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,653.0,,,18.0,,,yFe2O4,,,,30.0,,300.0,39.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,806.0,,,18.0,,,yFe2O4,,,,30.0,,300.0,39.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,521.0,,,22.0,,,yFe2O4,,,,30.0,,300.0,39.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,928.0,,,22.0,,,yFe2O4,,,,30.0,,300.0,39.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,1216.0,,,22.0,,,yFe2O4,,,,30.0,,300.0,39.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,1541.0,,,22.0,,,yFe2O4,,,,30.0,,300.0,39.0,,,,,,10.1016/j.biomaterials.2014.04.036,j.biomaterials.2014.04.036.pdf,j.biomaterials.2014.04.036_SI.pdf,Biomaterials,Elsevier BV,2014,Magnetic hyperthermia efficiency in the cellular environment for different nanoparticle designs,0,,,,,,dataset1_7,dataset1_7_supp
,,,,,0.21,,,24.05,,,Co1Fe2O4,,,,20.0,,300.0,49.18,64.3,7.6,,,,10.1016/j.ceramint.2022.06.104,j.ceramint.2022.06.104.pdf,0,Ceramics International,Elsevier BV,2022,Magnetic hyperthermia properties of CoFe2O4 nanoparticles: Effect of polymer coating and interparticle interactions,0,,,,,,dataset1_8,0
